client_id,business_name,trade,license_class,roc_number,city,zip,owner,issued,missing,phone,email,website
rosewood-canyon-construction-llc,ROSEWOOD CANYON CONSTRUCTION LLC,handyman,R-62,351403,Sahuarita,85629,Manuel Rinaldo Vasquez,,phone,,,
vista-stucco-drywall-llc,Vista Stucco & Drywall LLC,masonry,CR-36,351382,Sierra Vista,85635,Edward R Durgin,,phone,,,
category-networks-llc,"Category Networks, LLC",electrical,CR-11,351365,Tucson,85705,John M Pace,,phone,,,
arizona-custom-steel-llc,ARIZONA CUSTOM STEEL LLC,general,KB-2,351364,Tucson,85741,James Patrick Brady,,phone,,,
arvizus-flooring-llc,Arvizu's Flooring LLC,carpentry,R-60,351350,Tucson,85711,Sergio Arvizu Hernandez,,phone,,,
mvp-designs-llc,MVP Designs LLC,painting,CR-34,351346,TUCSON,85757,Jason McCrary,,phone,,,
rph-designs-llc,RPH Designs LLC,handyman,R-62,351329,Sierra Vista,85650,Ryan P Hildreth,,phone,,,
nazareth-electric-llc,Nazareth Electric LLC,electrical,CR-11,351328,Tucson,85706,Susana Corral,,phone,,,
tilecraft-llc,TileCraft LLC,flooring,CR-8,351317,Tucson,85746,Victor Adrian Armenta,,phone,,,
ruac-hvac-llc,RUAC HVAC LLC,hvac,CR-39,351265,Tucson,85736,Cesar Gutierrez Ruiz,,phone,,,
cool-cat-heating-cooling-llc,Cool Cat Heating & Cooling LLC,hvac,CR-39,351260,Sahuarita,85629,Edgardo H Varela,,phone,,,
lainc-incorporated,"LAINC, INCORPORATED",asphalt,A-14,351255,Tucson,85706,Lee Robert Piette,,phone,,,
adey-bros-construction-pros-llc,"Adey Bros Construction Pros, LLC",general,KB-2,351254,Tucson,85737,Andrew Joseph Adey,,phone,,,
acevedo-desert-green-landscaping-llc,ACEVEDO DESERT GREEN LANDSCAPING LLC,landscaping,CR-21,351253,Tucson,85735,Aaron Acevedo,,phone,,,
donald-joseph-mitchell,Donald Joseph Mitchell,general,B,351230,Oro Valley,85742,Donald Joseph Mitchell,,phone,,,
lainc-incorporated,"LAINC, INCORPORATED",asphalt,R-13,351227,Tucson,85706,Lee Robert Piette,,phone,,,
garcia-lath-and-plaster-llc,Garcia Lath and Plaster LLC,masonry,R-36,351217,Tucson,85705,Everardo Garcia,,phone,,,
sunny-electric-llc,Sunny Electric LLC,electrical,CR-11,351211,Tucson,85713,Kegon David Tilley,,phone,,,
sunny-electric-llc,Sunny Electric LLC,electrical,KB-2,351210,Tucson,85713,Gurudas C Bock,,phone,,,
louis-v-fatato,Louis V Fatato,handyman,R-62,351202,Oro Valley,85737,Louis V Fatato,,phone,,,
rd-trucking-llc,R&D Trucking LLC,asphalt,A-14,351195,VAIL,85641,Richard Winkel,,phone,,,
lido-pool-service-llc,Lido Pool Service LLC,pools,CR-6,351191,Tucson,85742,Cara Ordonez,,phone,,,
legends-heating-cooling-llc,Legends Heating & Cooling LLC,hvac,CR-39,351188,Tucson,85706,Juan Rodriguez,,phone,,,
baja-surfaces-llc,Baja Surfaces LLC,general,KB-2,351175,TUCSON,85742,Jeffrey W Hamblen,,phone,,,
snake-drain-plumbing-llc,Snake & Drain Plumbing LLC,plumbing,CR-37,351174,Marana,85658,Bernadette Corine Perry,,phone,,,
tilecraft-llc,TileCraft LLC,tile,CR-48,351168,Tucson,85746,Victor Adrian Armenta,,phone,,,
truwest-remodeling-restoration-llc,Truwest Remodeling & Restoration LLC,general,B-3,351163,Tucson,85747,Arturo Martinez,,phone,,,
victory-painting-llc,Victory Painting LLC,painting,CR-34,351159,Tucson,85757,Steven Todd Morris,,phone,,,
gkg-contracting-llc,GKG Contracting LLC,general,B-3,351149,Tucson,85749,Gregory Kent Geile,,phone,,,
south-az-electric-llc,"South AZ Electric, LLC",electrical,CR-11,351135,Tucson,85714,Javier Arturo Morales,,phone,,,
hoffmann-underground-llc,HOFFMANN UNDERGROUND LLC,excavating,R-2,351114,Sahuarita,85629,Christian Kurtis Hoffmann,,phone,,,
coleman-construction-llc,Coleman Construction LLC,general,KB-2,351109,Benson,85602,Thaddeas Lee Coleman,,phone,,,
overall-building-solutions-llc,Overall Building Solutions LLC,handyman,R-62,351090,Tucson,85719,Christian Anthony Gonzalez,,phone,,,
sunpath-drilling-solutions-llc,Sunpath Drilling Solutions LLC,excavating,CR-2,351060,Tucson,85757,Rodolfo Franco,,phone,,,
internet-protocol-solutions-llc,Internet Protocol Solutions LLC,lowvoltage,CR-67,351059,Tucson,85710,Jose Zamora,,phone,,,
massengale-design-group-inc,"Massengale Design Group, Inc.",signs,B,351056,Tucson,85715,Richard Gregg Massengale,,phone,,,
a-y-j-construction-llc,A Y J Construction LLC,masonry,CR-31,351047,TUCSON,85746,Claudia Valenzuela,,phone,,,
southwest-valley-contracting-llc,SOUTHWEST VALLEY CONTRACTING LLC,masonry,CR-31,351046,Tucson,85745,Braulio German Gonzalez  Ruiz,,phone,,,
l-r-excavating-dirtworks-llc,L. R. Excavating & Dirtworks LLC,excavating,R-2,351042,Tucson,85746,Juan Carlos Lopez,,phone,,,
star-designer-construction-llc,"STAR DESIGNER CONSTRUCTION, L.L.C.",general,KB-1,351041,TUCSON,85750,Kevin Leigh Young,,phone,,,
barreras-masonry-llc,"Barrera's Masonry, LLC",masonry,CR-31,351031,Tucson,85706,MARICRUZ BARRERA,,phone,,,
roughout-excavation-llc,Roughout Excavation LLC,excavating,CR-2,351024,Vail,85641,Dillon Lopez,,phone,,,
xtreme-drying-llc,XTREME DRYING LLC,carpentry,CR-61,351021,Tucson,85710,Daniel Alfonso Galindo,,phone,,,
the-torres-build-renovation-llc,The Torres Build & Renovation LLC,general,B-3,351017,Tucson,85735,Cristian Torres,,phone,,,
alcc-corp,ALCC Corp,general,A,351009,Tucson,85718,Victor Nickolas Bellavia,,phone,,,
esquimo-pools-llc,ESQUIMO POOLS LLC,pools,KA-5,350995,Tucson,85706,BAIRONT DANIEL QUINTERO,,phone,,,
j-squared-enterprises-llc,J SQUARED ENTERPRISES LLC.,lowvoltage,CR-67,350992,TUCSON,85710,Thomas William Callaway II,,phone,,,
robert-e-kraus,Robert E Kraus,general,B-3,350983,Tucson,85740,Robert Kraus,,phone,,,
clint-steven-szymanski,Clint Steven Szymanski,plumbing,CR-37,350972,Tucson,85735,Clint Steven Szymanski,,phone,,,
joe-brown-smith-jr,Joe Brown Smith Jr,painting,CR-34,350965,Tucson,85730,Joe Brown Smith Jr,,phone,,,
legacy-home-renovations-llc,"Legacy Home Renovations, LLC",general,B-3,350964,Sierra Vista,85650,Bill Richard Brown,,phone,,,
entegrity-llc,Entegrity LLC,painting,CR-34,350945,TUCSON,85705,Richard Mora,,phone,,,
villegas-roofing-llc,Villegas Roofing LLC,roofing,CR-42,350924,TUCSON,85716,Victor Villegas Morales,,phone,,,
arizona-power-utility-systems-llc,Arizona Power & Utility Systems LLC,electrical,A-17,350915,Tucson,85704,Steven Keith Wilson,,phone,,,
lawn-n-order-llc,Lawn N Order LLC,handyman,R-62,350909,Sierra Vista,85635,Alexander Lopez,,phone,,,
desert-deals-landscape-maintenance-llc,"Desert Deals Landscape & Maintenance, LLC",landscaping,CR-21,350904,Tucson,85756,Carlos Villegas,,phone,,,
proud-energy-solutions-llc,Proud Energy Solutions LLC,electrical,CR-11,350902,MARANA,85653,Jorge Saschary Acosta,,phone,,,
omni-pool-builders-and-design-llc,Omni Pool Builders and Design LLC,awnings,C-3,350879,Tucson,85704,Martin Acosta Lopez,,phone,,,
synergy-mechanical-llc,Synergy Mechanical LLC,hvac,CR-39,350874,Marana,85658,Carl John McCorkle,,phone,,,
skyline-building-company-llc,SKYLINE BUILDING COMPANY LLC,general,KB-2,350867,Tucson,85705,Alexis E Carrillo Contreras,,phone,,,
green-valley-solar-screen-llc,"Green Valley Solar Screen, LLC",awnings,CR-3,350855,Sahuarita,85629,Sean R Young,,phone,,,
focus-metal-works-llc,Focus Metal Works LLC,general,KB-2,350812,Tucson,85757,Blake Katterman,,phone,,,
eco-solutions-hvac-llc,Eco Solutions HVAC LLC,hvac,CR-39,350807,MARANA,85653,Scott Joseph Martindale,,phone,,,
pro-landscape-development-llc,"Pro Landscape Development, LLC",landscaping,CR-21,350806,Oro Valley,85737,PATRICK JOHN DALE,,phone,,,
gnl-electric-llc,GNL Electric LLC,electrical,CR-11,350805,Tucson,85756,Gabriel Hernandez,,phone,,,
inno-build-llc,Inno Build LLC,general,KB-1,350797,Tucson,85712,Anthony William Chamberlain,,phone,,,
lasting-legacy-contracting-llc,Lasting Legacy Contracting LLC,general,KB-2,350785,SAHUARITA,85629,Cristian Zamora,,phone,,,
american-mechanical-engineering-llc,"AMERICAN MECHANICAL ENGINEERING, LLC",hvac,CR-39,350777,Tucson,85710,Charles Gene Igo,,phone,,,
r-c-drywall-framing-llc,R & C Drywall Framing LLC,sheetrock,CR-10,350745,Tucson,85757,Cassandra Salido Barcelo,,phone,,,
alan-michael-bird,Alan Michael Bird,general,KB-2,350740,Sierra Vista,85650,Alan Michael Bird,,phone,,,
jaicco-llc,"JAICCO, LLC",handyman,R-62,350722,Tucson,85745,Carlos Lopez,,phone,,,
jem-drywall-llc,J.E.M Drywall LLC,sheetrock,CR-10,350708,Tucson,85756,Fernando Aron Miranda,,phone,,,
ibarr-building-solutions-llc,Ibarr Building Solutions LLC,general,KB-1,350701,Nogales,85621,Carlos Raul Pimentel  Gonzalez,,phone,,,
edna-llc,EDNA LLC,plumbing,CR-37,350696,VAIL,85641,Hector Humberto Herrera,,phone,,,
ds-electric-inc,DS Electric Inc,electrical,CR-11,350693,Tucson,85749,James Ronald Stogsdill,,phone,,,
lfci-llc,LFCI LLC,carpentry,R-61,350673,Benson,85602,Ryan Lukens,,phone,,,
mpi-industries-carolinas-llc,MPI INDUSTRIES CAROLINAS LLC,excavating,CR-2,350671,Oro Valley,85755,Haralabos T Bardossas,,phone,,,
shaun-michael-hampton,Shaun Michael Hampton,general,KB-1,350655,Sahuarita,85629,Shaun Michael Hampton,,phone,,,
firm-foundation-concrete-llc,Firm Foundation Concrete LLC,concrete,CR-9,350646,Tucson,85739,Claudia V Bustamante Felix,,phone,,,
one-sixty-one-design-remodel-llc,"ONE SIXTY ONE DESIGN & REMODEL, LLC",carpentry,CR-61,350631,Tucson,85741,Michael Hunter Tye,,phone,,,
reppin-industries-inc,"REPPIN' INDUSTRIES, INC.",welding,CR-24,350625,Tucson,85742,Aidan James Cornelius,,phone,,,
dynamo-electric-llc,DYNAMO ELECTRIC LLC,electrical,CR-11,350608,TUCSON,85716,William Luis Cusack,,phone,,,
sunset-valley-painting-and-janitorial-llc,Sunset Valley Painting and Janitorial LLC,painting,CR-34,350600,Tucson,85741,Kristina Montebello,,phone,,,
sdsa-construction-llc,"SDSA CONSTRUCTION, LLC.",general,KB-2,350580,TUCSON,85746,Samuel Argomaniz,,phone,,,
lv-construction-remodeling-llc,LV Construction & Remodeling LLC,carpentry,CR-61,350571,Tucson,85757,Marco Lemus,,phone,,,
robbins-equipment-company-inc,Robbins Equipment Company Inc,general,KB-1,350556,Tucson,85703,Jeremy Daniel Robbins,,phone,,,
thomas-r-lowe,Thomas R Lowe,electrical,R-11,350552,Tucson,85746,Thomas R Lowe,,phone,,,
canyon-vista-painting-llc,Canyon Vista Painting LLC,painting,CR-34,350528,Marana,85653,Irakoze Eric,,phone,,,
reflections-pool-service-llc,REFLECTIONS POOL SERVICE LLC,pools,CR-6,350527,TUCSON,85710,Treves Brown,,phone,,,
lilys-plumbers-drain-cleaners-llc,Lily's Plumbers & Drain Cleaners LLC,plumbing,CR-37,350526,Tucson,85705,Jason William Macleod,,phone,,,
the-cooler-guys-llc,The Cooler Guys LLC,hvac,CR-58,350523,Tucson,85716,Michael Duane Randall,,phone,,,
macs-home-improvements-llc,Macs Home Improvements LLC,handyman,R-62,350487,Tucson,85704,Chad Mcwhirter,,phone,,,
lucra-capital-lc,LUCRA CAPITAL LC,lowvoltage,CR-67,350484,Tucson,85735,Misael Leon,,phone,,,
rd-racing-team-llc,"RD RACING TEAM, L.L.C.",hvac,CR-39,350483,Vail,85641,Ryan Decker,,phone,,,
azdesignfab-llc,AZDESIGNFAB LLC,signs,KB-2,350481,TUCSON,85746,JEFFREY BRIAN LOKER,,phone,,,
aamped-up-electric-llc,Aamped Up Electric LLC,electrical,CR-11,350473,Tucson,85746,Ricardo Tovar,,phone,,,
levi-painting-llc,Levi Painting LLC,painting,CR-34,350472,Tucson,85711,Flerida Valle,,phone,,,
tucson-premium-painting-llc,Tucson Premium Painting LLC,painting,CR-34,350460,Tucson,85705,Alfredo Pena,,phone,,,
jq-custom-designs-llc,JQ Custom Designs LLC,signs,KB-2,350446,Tucson,85745,Joel B Garcia,,phone,,,
copper-wolf-construction-llc,Copper Wolf Construction LLC,general,KB-2,350444,Sahuarita,85629,Ramon Guillermo Lopez Jr,,phone,,,
leyvas-masonry-llc,Leyva's Masonry LLC,masonry,CR-31,350427,TUCSON,85735,Alvaro Leyva-Torres,,phone,,,
k-a-contracting-llc,K & A Contracting LLC,general,KB-2,350422,Tucson,85710,Adam Reyes,,phone,,,
j1-plumbing-llc,J1 Plumbing LLC,plumbing,CR-37,350397,Rio Rico,85648,Jesus Javier Cortes,,phone,,,
next-generation-electrical-llc,Next Generation Electrical LLC,concrete,CR-9,350396,Tucson,85757,Christian Martin Celaya,,phone,,,
roca-developments-llc,ROCA Developments LLC,general,KB-1,350390,TUCSON,85704,ROBERT H BRAKEY CAMPOS,,phone,,,
automatic-door-systems-llc,AUTOMATIC DOOR SYSTEMS LLC,carpentry,C-60,350386,Tucson,85719,Alfonso Arzac Verduzco,,phone,,,
dka-construction-remodeling-llc,DKA CONSTRUCTION & REMODELING LLC,general,KB-2,350377,TUCSON,85730,Daniel Katib Aguayo,,phone,,,
sonoran-sun-services-llc,Sonoran Sun Services LLC,general,B-3,350349,TUCSON,85756,Gage Mark Lafarga,,phone,,,
complete-pool-and-yard-care-inc,"COMPLETE POOL AND YARD CARE, INC.",pools,CR-6,350329,TUCSON,85749,Taz Steven Grenier,,phone,,,
coppertown-electrical-services-llc,Coppertown Electrical Services LLC,electrical,CR-11,350305,Tucson,85714,Christian Conrado Hernandez,,phone,,,
kingdom-flooring-llc,KINGDOM FLOORING LLC,flooring,CR-8,350285,Tucson,85711,Martin Francisco Hernandez,,phone,,,
morenos-roofing-llc,Moreno's Roofing LLC,roofing,CR-42,350279,Tucson,85757,Linette Martin,,phone,,,
prima-builders-llc,Prima Builders LLC,general,B,350275,SIERRA VISTA,85650,Troy Marcus Bellinger,,phone,,,
primeconstruct-llc,PrimeConstruct LLC,concrete,CR-9,350271,Tucson,85745,Jesus Omar Leyva Urquijo,,phone,,,
calisto-construction-llc,"Calisto Construction, LLC",general,KB-2,350270,Oro Valley,85837,Brandon Joel Mobley,,phone,,,
legho-remodeling-llc,Legho Remodeling LLC,carpentry,CR-61,350262,Tucson,85713,Luis Enrique Garcia,,phone,,,
onyx-utility-construction-llc,Onyx Utility Construction LLC,excavating,CR-2,350251,Oro Valley,85755,Vaughn Raynard Owens,,phone,,,
arizona-unique-electric-llc,Arizona Unique Electric LLC,electrical,CR-11,350236,Tucson,85741,Armando Guerrero Jr,,phone,,,
cj-home-and-ranch-llc,C&J Home and Ranch LLC,excavating,R-2,350210,VAIL,85641,Justin Andrew McCabe,,phone,,,
revolve-solutions-llc,Revolve Solutions LLC,electrical,R-11,350193,Tucson,85750,David Jeffery Kaufman,,phone,,,
williams-total-electrical-services-llc,Williams Total Electrical Services LLC,electrical,CR-11,350171,VAIL,85641,Clifford Williams,,phone,,,
cottonwood-construction-llc,"COTTONWOOD CONSTRUCTION, LLC",general,KB-2,350155,Tucson,85749,Benjamin S Porter,,phone,,,
fam-framing-llc,FAM Framing LLC,carpentry,CR-7,350138,TUCSON,85706,Francisco A Marquez,,phone,,,
mckinney-co-handyman-services-llc,Mckinney & Co Handyman Services LLC,handyman,R-62,350135,Sierra Vista,85635,Austin Evan Randall Mckinney,,phone,,,
smm-lal-one-llc,SMM Lal One LLC,landscaping,CR-21,350128,Tucson,85718,Shane Lal,,phone,,,
empire-legacy-builders-llc,Empire Legacy Builders LLC,general,B,350121,nogales,85621,Ramon A Limon,,phone,,,
red-sky-consultants-llc,Red Sky Consultants LLC,plumbing,CR-37,350108,Tucson,85746,Trinidad Ruiz Valencia II,,phone,,,
montero-contracting-llc,Montero Contracting LLC,general,KB-2,350098,TUCSON,85746,Jorge Lopez Montero,,phone,,,
ek-j-general-construction-llc,"EK & J General Construction, LLC",general,KB-2,350095,Tucson,85713,Juan J Rodriguez,,phone,,,
saguaro-air-heating-cooling-llc,Saguaro Air Heating & Cooling LLC,hvac,CR-39,350094,VAIL,85641,Jonathon R O'Brien,,phone,,,
a1-dimensions-llc,A1 DIMENSIONS LLC,flooring,CR-8,350083,tucson,85746,Elliott G Tamayo,,phone,,,
maintenance-solutions-of-tucson-llc,Maintenance Solutions of Tucson LLC,general,KB-1,350077,Tucson,85706,Fernando Aguirre,,phone,,,
scorpion-landscapers-llc,Scorpion Landscapers LLC,landscaping,CR-21,350073,Tucson,85706,Rafael Esteban Encinas Gomez,,phone,,,
new-era-construction-llc,New Era Construction LLC,general,KB-1,350065,Tucson,85713,Rodrigo A Salazar Echamea,,phone,,,
burton-complete-garage-door-services-llc,Burton Complete Garage Door Services LLC,carpentry,R-60,350050,Tucson,85756,Damien D Burton,,phone,,,
fuentes-flooring-design-llc,Fuentes Flooring & Design LLC,flooring,CR-8,350045,Tucson,85756,Francisco Javier Fuentes Jr,,phone,,,
morgan-family-plumbing-llc,MORGAN FAMILY PLUMBING LLC,plumbing,CR-37,350027,Tucson,85710,Braden Ray Morgan,,phone,,,
carroll-building-company-llc,Carroll Building Company LLC,electrical,R-11,350020,Tucson,85737,Brian George Carroll,,phone,,,
elite-contract-flooring-llc,Elite Contract  Flooring LLC,flooring,CR-8,350003,Tucson,85711,Brandon Alan Rosabal-Fletcher,,phone,,,
mariscals-construction-company-llc,MARISCAL'S CONSTRUCTION COMPANY LLC,concrete,CR-9,349975,Tucson,85745,Adam Mariscal Jr,,phone,,,
az-brush-brothers-llc,"AZ BRUSH BROTHERS, LLC",painting,R-34,349936,Tucson,85712,Marc Howard Feldstein,,phone,,,
aria-drywall-llc,Aria Drywall LLC,sheetrock,CR-10,349922,Tucson,85756,Ronnie Corrales Garcia,,phone,,,
dab-of-paint-llc,DAB Of Paint LLC,painting,CR-34,349915,Tucson,85757,David Anthony Brown,,phone,,,
priority-power-llc,"PRIORITY POWER, LLC",electrical,CR-11,349903,Marana,85653,Brian Scott Olney,,phone,,,
montoyas-ornamental-ironworks-llc,Montoya's Ornamental Ironworks LLC,signs,C-38,349897,Tucson,85713,Luis Ralph Montoya Jr,,phone,,,
arizona-fencing-llc,"Arizona Fencing, LLC",fencing,R-14,349893,Vail,85641,Levi Camacho Mr.,,phone,,,
innovative-handyman-llc,Innovative Handyman LLC,handyman,R-62,349892,Tucson,85747,Ryan Lyke,,phone,,,
mr-cool-llc,Mr Cool LLC,hvac,CR-39,349889,Sierra Vista,85635,Francisco A Dagnino,,phone,,,
james-c-price,James C Price,handyman,R-62,349880,Tucson,85705,James C Price,,phone,,,
av-and-automation-specialists-llc,"AV AND AUTOMATION SPECIALISTS, LLC",electrical,CR-11,349867,Tucson,85745,Chad Charles Carney,,phone,,,
mpi-industries-carolinas-llc,MPI INDUSTRIES CAROLINAS LLC,general,B-1,349842,Oro Valley,85755,Haralabos T Bardossas,,phone,,,
christopher-m-lo-porto,Christopher M Lo Porto,carpentry,CR-61,349817,Tucson,85740,Christopher M Lo Porto,,phone,,,
mpi-industries-carolinas-llc,MPI INDUSTRIES CAROLINAS LLC,electrical,C-11,349811,Oro Valley,85755,Haralabos T Bardossas,,phone,,,
no-limit-cleaning-and-handyman-services-llc,"No Limit Cleaning and Handyman Services, LLC.",handyman,R-62,349805,Tucson,85713,Johnny J Vargas,,phone,,,
rph-designs-llc,RPH Designs LLC,awnings,R-3,349797,Sierra Vista,85650,Ryan Paul Hildreth,,phone,,,
arbor-aces-llc,Arbor Aces LLC,landscaping,CR-21,349757,TUCSON,85710,Dylan Williams,,phone,,,
tios-roofing-llc,Tio's Roofing LLC,roofing,CR-42,349751,TUCSON,85714,Felix Enriquez,,phone,,,
mt-roofing-llc,MT Roofing LLC,roofing,KB-1,349750,Vail,85641,Michelle Ann Izzo,,phone,,,
henneke-landscaping-llc,"HENNEKE LANDSCAPING, LLC",landscaping,CR-21,349735,Tucson,85710,Michael Lee Henneke,,phone,,,
inspired-life-home-services-llc,"Inspired Life Home Services, LLC",handyman,R-62,349734,Tucson,85749,Qwentin Antonio Gerbi,,phone,,,
blueprint-building-services-llc,"Blueprint Building Services, LLC",electrical,CR-11,349733,Tucson,85742,Robert Odell Goeth Jr,,phone,,,
elite-modern-builders-llc,Elite Modern Builders LLC,general,KB-2,349724,NOGALES,85621,Carlos A Coronel Jr,,phone,,,
northwest-construction-llc,Northwest Construction LLC,general,KA,349711,Tucson,85705,John William Ward,,phone,,,
roofers-near-me-llc,Roofers Near Me LLC,roofing,CR-42,349700,Tucson,85754,Sauri B Toyos,,phone,,,
copperhead-electric-plumbing-llc,COPPERHEAD ELECTRIC & PLUMBING LLC,electrical,CR-11,349696,Tucson,85736,Aaron G Gonzalez,,phone,,,
copperhead-electric-plumbing-llc,COPPERHEAD ELECTRIC & PLUMBING LLC,plumbing,CR-37,349671,Tucson,85736,Aaron G Gonzalez,,phone,,,
valenzuela-brothers-construction-llc,Valenzuela Brothers Construction LLC,plumbing,CR-37,349669,Tucson,85704,Uzziel Alexis Delgado Lopez,,phone,,,
the-calvos-contractors-llc,The Calvos Contractors LLC,general,B-3,349660,Tucson,85728,Maleny Juanita Clavo Martinez,,phone,,,
gallagher-plumbing-llc,Gallagher Plumbing LLC,plumbing,CR-37,349644,TUCSON,85710,John Gallagher,,phone,,,
daniel-numer,Daniel Numer,general,KB-2,349641,Tucson,85728,Daniel Numer,,phone,,,
pro-energy-solutions-llc,Pro Energy Solutions LLC,electrical,CR-11,349639,Tucson,85735,Edgar A Lopez Molina,,phone,,,
higher-standards-construction-llc,Higher Standards Construction LLC.,handyman,R-62,349637,Sierra Vista,85650,Benjamin Lapp,,phone,,,
eden-remodeling-llc,Eden Remodeling LLC,general,B,349635,tucson,85718,Zachary H Myers,,phone,,,
on-point-contracting-llc,On Point Contracting LLC,excavating,R-2,349634,Tucson,85747,Kyle Lanoue,,phone,,,
phoenix-solar-pros-llc,Phoenix Solar Pros LLC,roofing,CR-42,349633,Tucson,85754,Sauri B Toyos,,phone,,,
gaandhi-construction-inc,"GAANDHI CONSTRUCTION, INC",general,KB-1,349632,Tucson,77024,LALKRISHNA GANDHI,,phone,,,
ideal-development-llc,IDEA'L DEVELOPMENT LLC,general,KB-1,349606,Tucson,85719,Clayton Abernathy,,phone,,,
dreamland-hardscapes-llc,Dreamland Hardscapes LLC,landscaping,CR-21,349590,Marana,85653,,,phone,,,
raven-construction-llc,Raven Construction LLC,general,B,349562,Tucson,85742,Richard Ted Diaz,,phone,,,
lin-outdoor-living-llc,LIN OUTDOOR LIVING LLC,landscaping,CR-21,349539,Sahuarita,85629,David Ying Lin,,phone,,,
gtg-sa-design-build-services-llc,GTG-SA DESIGN & BUILD SERVICES LLC.,excavating,R-2,349533,Tucson,85742,Guillermo Tavares Garcia,,phone,,,
mr-tile-llc,MR Tile LLC,flooring,KB-2,349523,Sierra Vista,85636,Michael Scott Redenbo,,phone,,,
castles-landscape-service-llc,CASTLE'S LANDSCAPE SERVICE LLC,landscaping,CR-21,349505,Tucson,85730,Micah Daniel Castle,,phone,,,
